t
0
0.022
0.065
0.151
0.171
0.236
0.28
0.301
0.344
0.43
0.451
0.493
0.561
0.601
0.604
0.709
0.773
0.859
0.946
1.01
1.138
1.225
1.247
1.268
1.375
1.419
1.461
1.505
1.569
1.591
1.654
1.719
1.74
1.784
1.849
1.87
1.912
1.998
2.019
2.042
2.128
2.149
2.192
2.277
2.299
2.321
2.407
2.514
2.578
2.644
2.751
2.815
2.923
2.945
2.966
3.073
3.094
3.116
3.203
3.224
3.246
3.31
3.332
3.352
3.439
3.503
3.525
3.568
3.611
3.632
3.653
3.674
3.696
3.74
3.826
3.847
3.89
3.975
3.997
4.019
4.105
4.127
4.17
4.298
4.342
4.363
4.406
4.428
4.449
4.513
4.599
4.62
4.644
4.729
4.75
4.814
4.835
4.857
4.902
4.966
4.986
5.029
5.114
5.136
5.179
5.244
5.352
5.437
5.524
5.545
5.567
5.673
5.695
5.716
5.825
5.911
5.932
5.953
5.974
5.996
6.041
6.104
6.126
6.19
6.255
6.275
6.34
6.342
6.426
6.448
6.469
6.576
6.621
6.706
6.727
6.749
6.855
6.9
6.921
6.985
7.05
7.071
7.113
7.18
7.221
7.243
7.329
7.351
7.393
7.479
7.5
7.524
7.609
7.715
7.759
7.845
7.951
8.037
8.124
8.146
8.167
8.275
8.295
8.317
8.404
8.425
8.447
8.511
8.533
8.554
8.576
8.596
8.618
8.639
8.663
8.749
8.769
8.812
8.94
8.943
8.964
9.027
9.049
9.07
9.177
9.222
9.242
9.307
9.371
9.393
9.456
9.5
9.521
9.586
9.65
9.672
9.715
9.78
9.802
9.845
9.93
9.951
9.994
10.06
10.101
10.123
10.209
10.317
10.361
10.446
10.553
10.638
10.725
10.747
10.768
10.811
10.876
10.961
11.026
11.112
11.133
11.175
11.242
11.348
11.413
11.542
11.628
11.65
11.671
11.777
11.822
11.844
11.907
11.972
11.993
12.057
12.078
12.145
12.165
12.187
12.294
12.358
12.38
12.424
12.487
12.509
12.573
12.638
12.658
12.703
12.768
12.788
12.831
12.917
12.939
12.96
13.046
13.154
13.24
13.326
13.412
13.476
13.562
13.627
13.713
13.734
13.777
13.843
13.949
14.013
14.122
14.228
14.25
14.271
14.379
14.422
14.444
14.508
14.572
14.594
14.658
14.702
14.723
14.788
14.852
14.873
14.916
14.983
15.088
15.174
15.239
15.26
15.303
15.369
15.39
15.432
15.518
15.539
15.562
15.647
15.754
15.82
15.926
15.949
15.969
16.077
16.098
16.12
16.228
16.313
16.335
16.356
16.378
16.399
16.443
16.507
16.528
16.593
16.657
16.679
16.701
16.787
16.808
16.872
16.936
16.958
17.002
17.022
17.045
17.108
17.173
17.194
17.259
17.303
17.323
17.388
17.452
17.474
17.517
17.625
17.732
17.753
17.775
17.862
17.883
17.905
18.011
18.076
18.097
18.141
18.163
18.184
18.291
18.312
18.398
18.419
18.42
18.528
18.591
18.613
18.677
18.721
18.743
18.807
18.871
18.892
18.957
18.978
19
19.065
19.15
19.172
19.215
19.28
19.387
19.473
19.537
19.559
19.581
19.666
19.688
19.731
19.817
19.902
19.989
20.053
20.074
20.117
20.226
20.247
20.268
20.375
20.397
20.418
20.462
20.484
20.505
20.527
20.547
20.569
20.59
20.633
20.719
20.741
20.763
20.848
20.956
20.977
21.043
21.128
21.235
21.257
21.278
21.323
21.407
21.471
21.493
21.557
21.601
21.623
21.666
21.751
21.772
21.815
21.881
21.987
22.052
22.138
22.159
22.182
22.268
22.289
22.331
22.417
22.504
22.589
22.654
22.675
22.718
22.827
22.847
22.869
22.997
23.063
23.084
23.106
23.126
23.148
23.212
23.277
23.298
23.343
23.407
23.428
23.492
23.513
23.599
23.643
23.665
23.729
23.794
23.814
23.879
23.923
23.944
24.009
24.072
24.094
24.137
24.18
24.182
24.267
24.352
24.373
24.416
24.482
24.588
24.674
24.738
24.76
24.804
24.868
24.889
24.932
25.018
25.105
25.19
25.254
25.276
25.319
25.427
25.449
25.469
25.534
25.555
25.577
25.664
25.685
25.707
25.813
25.878
25.899
25.943
25.964
25.987
26.092
26.114
26.179
26.244
26.265
26.33
26.393
26.415
26.479
26.523
26.546
26.609
26.673
26.694
26.759
26.803
26.824
26.867
26.952
26.974
27.017
27.083
27.189
27.253
27.339
27.361
27.383
27.469
27.489
27.532
27.618
27.705
27.79
27.855
27.876
27.919
28.028
28.049
28.07
28.134
28.156
28.177
28.264
28.286
28.307
28.414
28.478
28.5
28.544
28.608
28.63
28.693
28.715
28.781
28.846
28.866
28.929
28.994
29.015
29.06
29.124
29.145
29.21
29.273
29.295
29.359
29.403
29.425
29.468
29.553
29.574
29.617
29.683
29.789
29.854
29.92
29.941
29.984
30.069
30.09
30.133
30.219
30.306
30.392
30.455
30.477
30.499
30.628
30.649
30.67
30.735
30.756
30.778
30.865
30.886
30.908
31.014
31.079
31.1
31.144
31.166
31.187
31.294
31.316
31.381
31.445
